# Reference      Predicted      Error          
-0.00410        0.00000         0.00410        
-0.00247        -0.00000        0.00247        
0.00515         0.00000         0.00515        
0.00142         0.00000         0.00142        
-0.01655        -0.00000        0.01655        
-0.00394        -0.00000        0.00394        
0.00109         0.00000         0.00109        
0.01940         0.00000         0.01940        
-0.00150        -0.00000        0.00150        
0.00034         -0.00000        0.00034        
0.00142         -0.00000        0.00142        
-0.00026        -0.00000        0.00026        
0.00494         0.00000         0.00494        
0.00387         0.00000         0.00387        
-0.00256        -0.00000        0.00256        
-0.00626        0.00000         0.00626        
-0.00510        0.00000         0.00510        
-0.00290        -0.00000        0.00290        
0.00655         0.00000         0.00655        
0.00145         0.00000         0.00145        
-0.03082        -0.00000        0.03082        
-0.00453        -0.00000        0.00453        
0.00150         0.00000         0.00150        
0.03384         0.00000         0.03384        
-0.00167        -0.00000        0.00167        
0.00028         0.00000         0.00028        
0.00180         -0.00000        0.00180        
-0.00041        -0.00000        0.00041        
0.00725         0.00000         0.00725        
0.00498         0.00000         0.00498        
-0.00349        -0.00000        0.00349        
-0.00873        0.00000         0.00873        
-0.00608        -0.00000        0.00608        
-0.00325        -0.00000        0.00325        
0.00803         0.00000         0.00803        
0.00130         0.00000         0.00130        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00001         -0.00000        0.00001        
-0.00095        -0.00000        0.00095        
0.00000         -0.00000        0.00000        
0.00094         -0.00000        0.00094        
-0.00034        -0.00000        0.00034        
0.00014         -0.00000        0.00014        
0.00024         -0.00000        0.00024        
-0.00003        -0.00000        0.00003        
0.00019         0.00000         0.00019        
0.00059         0.00000         0.00059        
-0.00024        0.00000         0.00024        
-0.00054        0.00000         0.00054        
-0.00071        0.00000         0.00071        
-0.00073        0.00000         0.00073        
0.00124         0.00000         0.00124        
0.00020         0.00000         0.00020        
-0.00055        -0.00000        0.00055        
-0.00181        -0.00000        0.00181        
0.00015         -0.00000        0.00015        
0.00221         -0.00000        0.00221        
-0.00064        -0.00000        0.00064        
0.00024         -0.00000        0.00024        
0.00050         -0.00000        0.00050        
