# Reference      Predicted      Error          #atoms         
-208.22939      -208.21587      0.01352         64.00000       
-207.95086      -207.79852      0.15234         64.00000       
-208.53130      -208.40671      0.12460         64.00000       
-209.27935      -209.32660      0.04724         64.00000       
-208.04675      -208.10381      0.05705         64.00000       
-209.16782      -209.07229      0.09553         64.00000       
-208.99886      -208.83448      0.16438         64.00000       
-205.21619      -205.16391      0.05228         64.00000       
-210.64483      -210.68547      0.04064         64.00000       
-209.60549      -209.49978      0.10572         64.00000       
-208.55909      -208.62066      0.06158         64.00000       
-204.40698      -204.41742      0.01044         64.00000       
-209.66884      -209.63408      0.03475         64.00000       
-201.82750      -201.83761      0.01011         64.00000       
-208.35874      -208.30488      0.05387         64.00000       
-209.40999      -209.38456      0.02542         64.00000       
-207.78164      -207.92475      0.14311         64.00000       
-197.19189      -197.27362      0.08172         64.00000       
-204.56070      -204.43753      0.12317         64.00000       
-204.70607      -204.66754      0.03853         64.00000       
-207.58816      -207.57502      0.01314         64.00000       
-206.36368      -206.22607      0.13761         64.00000       
-205.13242      -205.19529      0.06287         64.00000       
-206.43742      -206.40620      0.03123         64.00000       
-209.39577      -209.42175      0.02598         64.00000       
-208.45184      -208.40409      0.04775         64.00000       
-208.57591      -208.60674      0.03083         64.00000       
-209.57844      -209.55684      0.02159         64.00000       
-209.02695      -208.96333      0.06362         64.00000       
-206.18879      -206.31777      0.12897         64.00000       
-209.01090      -209.00541      0.00549         64.00000       
-205.82876      -205.85438      0.02561         64.00000       
-208.32525      -208.21179      0.11346         64.00000       
-204.40704      -204.43211      0.02507         64.00000       
-210.62472      -210.47562      0.14910         64.00000       
-209.71013      -209.65307      0.05706         64.00000       
-207.07753      -207.16014      0.08261         64.00000       
-206.82122      -206.81736      0.00385         64.00000       
-208.30747      -208.44935      0.14188         64.00000       
-205.85983      -205.81433      0.04550         64.00000       
-204.11657      -204.45011      0.33354         64.00000       
-207.35564      -207.19008      0.16556         64.00000       
-208.28337      -208.37109      0.08772         64.00000       
-201.69158      -201.68464      0.00693         64.00000       
-209.07498      -209.08574      0.01077         64.00000       
-204.16623      -204.13944      0.02679         64.00000       
-208.71137      -208.73823      0.02686         64.00000       
-209.13224      -209.03961      0.09263         64.00000       
-208.54626      -208.48471      0.06156         64.00000       
-202.76830      -202.69878      0.06952         64.00000       
-210.58057      -210.51218      0.06839         64.00000       
-206.73953      -206.69282      0.04672         64.00000       
-208.64248      -208.66073      0.01826         64.00000       
-208.48201      -208.45096      0.03105         64.00000       
-207.57670      -207.61825      0.04154         64.00000       
-206.37501      -206.38697      0.01195         64.00000       
-210.17624      -210.14957      0.02667         64.00000       
-208.75916      -208.73505      0.02410         64.00000       
-206.32195      -206.38497      0.06302         64.00000       
-201.05489      -200.93977      0.11512         64.00000       
-203.00627      -202.96946      0.03680         64.00000       
-203.62368      -203.57431      0.04937         64.00000       
-207.26191      -207.35314      0.09123         64.00000       
-209.41385      -209.35423      0.05961         64.00000       
-209.90902      -209.84476      0.06426         64.00000       
-202.97318      -203.03141      0.05823         64.00000       
-206.63545      -206.74324      0.10779         64.00000       
-207.72971      -207.61437      0.11533         64.00000       
-207.79212      -207.67801      0.11410         64.00000       
-210.20146      -210.22075      0.01928         64.00000       
-208.07433      -207.94130      0.13302         64.00000       
-208.79155      -208.75763      0.03392         64.00000       
-209.00853      -209.01957      0.01104         64.00000       
-203.40489      -203.53259      0.12769         64.00000       
-201.76126      -201.69305      0.06821         64.00000       
-208.50863      -208.45676      0.05187         64.00000       
-209.46585      -209.40217      0.06368         64.00000       
-208.16525      -208.06543      0.09982         64.00000       
-207.61844      -207.71828      0.09984         64.00000       
-208.87934      -208.82812      0.05123         64.00000       
-208.51878      -208.63361      0.11483         64.00000       
-206.08862      -206.17691      0.08829         64.00000       
-207.42154      -207.48265      0.06111         64.00000       
-210.13523      -210.19180      0.05657         64.00000       
-208.32849      -208.45878      0.13029         64.00000       
-202.12637      -202.17428      0.04791         64.00000       
-208.52198      -208.53357      0.01159         64.00000       
-207.21014      -207.12043      0.08971         64.00000       
-210.19181      -210.18382      0.00799         64.00000       
-205.92392      -205.91027      0.01365         64.00000       
-199.86297      -199.66615      0.19683         64.00000       
-209.46441      -209.52656      0.06215         64.00000       
-210.17888      -210.25901      0.08013         64.00000       
-206.71695      -206.71089      0.00607         64.00000       
-204.36523      -204.50895      0.14372         64.00000       
-209.93102      -209.99143      0.06041         64.00000       
-209.11775      -209.02296      0.09478         64.00000       
-199.12768      -199.05682      0.07086         64.00000       
-204.49858      -204.63954      0.14096         64.00000       
-207.72442      -207.70079      0.02363         64.00000       
-196.11411      -196.01165      0.10246         64.00000       
-209.96135      -209.95491      0.00644         64.00000       
-207.12576      -207.05881      0.06694         64.00000       
-207.78258      -207.74753      0.03505         64.00000       
-209.19831      -209.22623      0.02791         64.00000       
-201.87881      -203.25259      1.37378         64.00000       
-208.82972      -208.65889      0.17083         64.00000       
-209.81285      -209.80392      0.00893         64.00000       
-209.52106      -209.45445      0.06661         64.00000       
-208.63944      -208.53237      0.10707         64.00000       
-197.60212      -197.55104      0.05108         64.00000       
-208.65506      -208.70134      0.04628         64.00000       
-209.37601      -209.52268      0.14667         64.00000       
-207.18610      -207.11681      0.06929         64.00000       
-210.12558      -209.82715      0.29843         64.00000       
-208.06169      -208.06400      0.00230         64.00000       
-210.15989      -210.06532      0.09457         64.00000       
-192.96164      -192.55691      0.40473         64.00000       
-209.19920      -209.15016      0.04904         64.00000       
-205.79797      -205.82782      0.02985         64.00000       
-209.06586      -209.05878      0.00708         64.00000       
-209.29959      -209.21318      0.08641         64.00000       
-208.29415      -208.16527      0.12888         64.00000       
-203.27548      -203.37636      0.10088         64.00000       
-209.76499      -209.84001      0.07502         64.00000       
-196.57744      -196.03929      0.53816         64.00000       
-210.62873      -210.58266      0.04607         64.00000       
-201.98985      -202.03030      0.04045         64.00000       
-203.00737      -202.95486      0.05251         64.00000       
-202.57730      -202.47279      0.10451         64.00000       
-205.86140      -206.02944      0.16804         64.00000       
-207.06781      -207.08367      0.01585         64.00000       
-207.18076      -207.08114      0.09961         64.00000       
-208.11008      -208.09862      0.01146         64.00000       
-205.36374      -205.38461      0.02087         64.00000       
-205.69688      -205.84834      0.15146         64.00000       
-209.47054      -209.44886      0.02168         64.00000       
-204.63180      -204.48839      0.14341         64.00000       
-210.68497      -210.64922      0.03575         64.00000       
-201.26877      -201.30433      0.03555         64.00000       
-199.95646      -199.91316      0.04330         64.00000       
-200.50269      -200.27419      0.22849         64.00000       
-207.51050      -207.56378      0.05328         64.00000       
-205.42699      -205.46750      0.04051         64.00000       
-208.97390      -209.03108      0.05718         64.00000       
-207.91174      -207.84641      0.06533         64.00000       
-201.64059      -201.63917      0.00142         64.00000       
-203.38448      -203.43667      0.05219         64.00000       
-210.10479      -210.26086      0.15607         64.00000       
-205.29686      -205.25984      0.03702         64.00000       
-206.28802      -206.39801      0.10999         64.00000       
-200.27472      -200.05685      0.21787         64.00000       
-207.26882      -207.22731      0.04152         64.00000       
-208.67889      -208.80768      0.12879         64.00000       
-208.86292      -208.72639      0.13653         64.00000       
-209.35402      -209.29150      0.06251         64.00000       
-208.72243      -208.73425      0.01182         64.00000       
-204.40386      -204.46148      0.05763         64.00000       
-209.19546      -209.02091      0.17455         64.00000       
-206.88730      -206.85924      0.02806         64.00000       
-203.42188      -203.56456      0.14269         64.00000       
-210.04864      -209.91013      0.13851         64.00000       
-205.00123      -205.09457      0.09334         64.00000       
-209.06547      -208.99235      0.07312         64.00000       
-208.22382      -208.20783      0.01599         64.00000       
-207.90459      -207.89298      0.01161         64.00000       
-208.36614      -208.31226      0.05388         64.00000       
-200.25502      -200.09539      0.15963         64.00000       
-211.24449      -211.03760      0.20689         64.00000       
-208.00055      -208.03147      0.03093         64.00000       
-207.98141      -208.00507      0.02366         64.00000       
-209.64589      -209.63414      0.01175         64.00000       
-209.76747      -209.82043      0.05296         64.00000       
-206.97639      -207.01304      0.03666         64.00000       
-209.89763      -209.82131      0.07632         64.00000       
-207.07918      -207.22311      0.14393         64.00000       
-198.96283      -198.80211      0.16071         64.00000       
-200.06683      -200.19675      0.12991         64.00000       
-207.04056      -207.01386      0.02670         64.00000       
-207.70699      -207.76882      0.06183         64.00000       
-208.74315      -208.78611      0.04296         64.00000       
-201.51356      -201.47433      0.03923         64.00000       
-203.91927      -203.84192      0.07736         64.00000       
-210.10932      -209.96444      0.14487         64.00000       
-207.69045      -207.70336      0.01291         64.00000       
-199.63348      -199.78686      0.15338         64.00000       
-206.99370      -207.03173      0.03804         64.00000       
-202.89968      -202.74157      0.15811         64.00000       
-204.07164      -204.07447      0.00283         64.00000       
-203.51630      -203.71204      0.19574         64.00000       
-202.86405      -202.74378      0.12027         64.00000       
-207.00173      -207.22042      0.21868         64.00000       
-204.75624      -204.80845      0.05221         64.00000       
