# Reference      Predicted      Error          
186.58396       186.56457       0.01939        
-97.85112       -104.81580      6.96468        
-112.99030      -118.43395      5.44365        
-373.41848      -373.20759      0.21088        
37.15765        37.39894        0.24129        
12.93818        13.06106        0.12288        
13.38697        13.49699        0.11002        
-21.07370       -21.19283       0.11913        
12.93818        13.06106        0.12288        
-11.40305       -11.39500       0.00805        
-10.97801       -10.98165       0.00364        
-45.43276       -45.66552       0.23276        
13.38697        13.49699        0.11002        
-10.97801       -10.98165       0.00364        
-10.55220       -10.56798       0.01578        
-44.98471       -45.23191       0.24720        
-21.07370       -21.19283       0.11913        
-45.43276       -45.66552       0.23276        
-44.98471       -45.23191       0.24720        
-79.28217       -79.76299       0.48082        
48.34541        48.58567        0.24026        
24.13019        24.25315        0.12296        
24.56999        24.67865        0.10866        
0.21945         0.21443         0.00502        
24.13019        24.25315        0.12296        
-0.20634        -0.19931        0.00703        
0.21133         0.20521         0.00612        
-24.13900       -24.25883       0.11983        
24.56999        24.67865        0.10866        
0.21133         0.20521         0.00612        
0.62973         0.61007         0.01966        
-23.69825       -23.83183       0.13358        
0.21945         0.21443         0.00502        
-24.13900       -24.25883       0.11983        
-23.69825       -23.83183       0.13358        
-47.90469       -48.15397       0.24928        
47.90469        48.15397        0.24928        
23.69825        23.83183        0.13358        
24.13900        24.25883        0.11983        
-0.21945        -0.21443        0.00502        
23.69825        23.83183        0.13358        
-0.62973        -0.61007        0.01966        
-0.21133        -0.20521        0.00612        
-24.56999       -24.67865       0.10866        
24.13900        24.25883        0.11983        
-0.21133        -0.20521        0.00612        
0.20634         0.19931         0.00703        
-24.13019       -24.25315       0.12296        
-0.21945        -0.21443        0.00502        
-24.56999       -24.67865       0.10866        
-24.13019       -24.25315       0.12296        
-48.34541       -48.58567       0.24026        
79.28217        79.76299        0.48082        
44.98471        45.23191        0.24720        
45.43276        45.66552        0.23276        
21.07370        21.19283        0.11913        
44.98471        45.23191        0.24720        
10.55220        10.56798        0.01578        
10.97801        10.98165        0.00364        
-13.38697       -13.49699       0.11002        
45.43276        45.66552        0.23276        
10.97801        10.98165        0.00364        
11.40305        11.39500        0.00805        
-12.93818       -13.06106       0.12288        
21.07370        21.19283        0.11913        
-13.38697       -13.49699       0.11002        
-12.93818       -13.06106       0.12288        
-37.15765       -37.39894       0.24129        
11.18433        11.20273        0.01840        
34.97959        35.89399        0.91440        
16.42385        16.67063        0.24678        
-14.01853       -14.10355       0.08502        
4.76246         4.81204         0.04958        
-6.45884        -6.44520        0.01364        
-11.73706       -11.73356       0.00351        
-34.45443       -34.48451       0.03008        
0.44472         0.47920         0.03448        
-10.50282       -10.50142       0.00141        
-10.81707       -10.82399       0.00692        
-40.73344       -40.80516       0.07172        
-18.80387       -18.85125       0.04739        
-66.66717       -67.78218       1.11501        
-40.89406       -41.14432       0.25026        
-71.26448       -71.60169       0.33720        
55.80206        56.33238        0.53032        
18.85491        18.91803        0.06312        
21.38038        21.41157        0.03119        
